st_abb,st_code,county_name,month,tavg_f
IA,19,Wayne,3,38.3
IA,19,Wayne,4,50.0
IA,19,Wayne,5,60.1
IA,19,Wayne,6,69.8
IA,19,Wayne,7,74.5
IA,19,Wayne,8,72.7
IA,19,Wayne,9,63.8
IA,19,Wayne,10,51.9
IA,19,Wayne,11,38.8
IA,19,Wayne,12,26.0
IA,19,Webster,1,17.6
IA,19,Webster,2,22.4
IA,19,Webster,3,34.5
IA,19,Webster,4,47.8
IA,19,Webster,5,59.4
IA,19,Webster,6,69.4
IA,19,Webster,7,73.3
IA,19,Webster,8,70.8
IA,19,Webster,9,62.4
IA,19,Webster,10,50.1
IA,19,Webster,11,35.5
IA,19,Webster,12,21.6
IA,19,Winnebago,1,14.6
IA,19,Winnebago,2,19.5
IA,19,Winnebago,3,31.7
IA,19,Winnebago,4,46.1
IA,19,Winnebago,5,58.4
IA,19,Winnebago,6,68.3
IA,19,Winnebago,7,72.0
IA,19,Winnebago,8,69.6
IA,19,Winnebago,9,61.2
IA,19,Winnebago,10,48.6
IA,19,Winnebago,11,33.6
IA,19,Winnebago,12,19.3
IA,19,Winneshiek,1,15.7
IA,19,Winneshiek,2,20.4
IA,19,Winneshiek,3,32.5
IA,19,Winneshiek,4,46.2
IA,19,Winneshiek,5,57.4
IA,19,Winneshiek,6,67.2
IA,19,Winneshiek,7,71.2
IA,19,Winneshiek,8,69.0
IA,19,Winneshiek,9,60.6
IA,19,Winneshiek,10,48.4
IA,19,Winneshiek,11,34.4
IA,19,Winneshiek,12,20.2
IA,19,Woodbury,1,19.0
IA,19,Woodbury,2,23.8
IA,19,Woodbury,3,35.5
IA,19,Woodbury,4,48.5
IA,19,Woodbury,5,60.1
IA,19,Woodbury,6,70.0
IA,19,Woodbury,7,74.0
IA,19,Woodbury,8,71.7
IA,19,Woodbury,9,63.0
IA,19,Woodbury,10,50.7
IA,19,Woodbury,11,35.7
IA,19,Woodbury,12,22.4
IA,19,Worth,1,14.5
IA,19,Worth,2,19.3
IA,19,Worth,3,31.5
IA,19,Worth,4,45.7
IA,19,Worth,5,57.9
IA,19,Worth,6,67.8
IA,19,Worth,7,71.6
IA,19,Worth,8,69.2
IA,19,Worth,9,60.6
IA,19,Worth,10,48.1
IA,19,Worth,11,33.4
IA,19,Worth,12,19.1
IA,19,Wright,1,16.4
IA,19,Wright,2,21.4
IA,19,Wright,3,33.4
IA,19,Wright,4,47.0
IA,19,Wright,5,59.1
IA,19,Wright,6,69.0
IA,19,Wright,7,72.7
IA,19,Wright,8,70.2
IA,19,Wright,9,61.7
IA,19,Wright,10,49.4
IA,19,Wright,11,34.7
IA,19,Wright,12,20.5
KS,20,Allen,1,31.0
KS,20,Allen,2,35.8
KS,20,Allen,3,45.6
KS,20,Allen,4,55.8
KS,20,Allen,5,65.1
KS,20,Allen,6,74.2
KS,20,Allen,7,79.2
KS,20,Allen,8,78.4
KS,20,Allen,9,69.4
KS,20,Allen,10,57.9
KS,20,Allen,11,45.8
KS,20,Allen,12,33.8
KS,20,Anderson,1,30.0
KS,20,Anderson,2,34.7
KS,20,Anderson,3,44.9
KS,20,Anderson,4,55.1
KS,20,Anderson,5,64.6
KS,20,Anderson,6,73.7
KS,20,Anderson,7,78.9
KS,20,Anderson,8,78.0
KS,20,Anderson,9,68.9
KS,20,Anderson,10,57.2
KS,20,Anderson,11,45.1
KS,20,Anderson,12,32.9
KS,20,Atchison,1,27.7
KS,20,Atchison,2,32.3
KS,20,Atchison,3,43.0
KS,20,Atchison,4,54.0
KS,20,Atchison,5,63.9
KS,20,Atchison,6,73.3
KS,20,Atchison,7,78.1
KS,20,Atchison,8,76.5
KS,20,Atchison,9,67.8
KS,20,Atchison,10,56.0
KS,20,Atchison,11,42.8
KS,20,Atchison,12,30.5
KS,20,Barber,1,33.4
KS,20,Barber,2,37.3
KS,20,Barber,3,46.2
KS,20,Barber,4,56.1
KS,20,Barber,5,66.3
KS,20,Barber,6,76.2
KS,20,Barber,7,81.6
KS,20,Barber,8,80.4
KS,20,Barber,9,71.1
KS,20,Barber,10,58.3
KS,20,Barber,11,45.4
KS,20,Barber,12,34.5
KS,20,Barton,1,30.2
KS,20,Barton,2,34.0
KS,20,Barton,3,43.4
KS,20,Barton,4,53.4
KS,20,Barton,5,63.7
KS,20,Barton,6,74.1
KS,20,Barton,7,79.5
KS,20,Barton,8,77.8
KS,20,Barton,9,68.7
KS,20,Barton,10,56.1
KS,20,Barton,11,42.8
KS,20,Barton,12,31.6
KS,20,Bourbon,1,31.3
KS,20,Bourbon,2,36.1
KS,20,Bourbon,3,45.9
KS,20,Bourbon,4,55.9
KS,20,Bourbon,5,65.4
KS,20,Bourbon,6,74.5
KS,20,Bourbon,7,79.5
KS,20,Bourbon,8,78.5
KS,20,Bourbon,9,69.4
KS,20,Bourbon,10,57.9
KS,20,Bourbon,11,46.1
KS,20,Bourbon,12,34.1
KS,20,Brown,1,26.3
KS,20,Brown,2,30.8
KS,20,Brown,3,41.7
KS,20,Brown,4,53.0
KS,20,Brown,5,63.3
KS,20,Brown,6,72.7
KS,20,Brown,7,77.4
KS,20,Brown,8,75.6
KS,20,Brown,9,66.9
KS,20,Brown,10,55.1
KS,20,Brown,11,41.6
KS,20,Brown,12,29.3
KS,20,Butler,1,31.1
KS,20,Butler,2,35.6
KS,20,Butler,3,45.1
KS,20,Butler,4,55.3
KS,20,Butler,5,64.9
KS,20,Butler,6,74.6
KS,20,Butler,7,80.1
KS,20,Butler,8,79.0
KS,20,Butler,9,70.0
KS,20,Butler,10,57.8
KS,20,Butler,11,44.8
KS,20,Butler,12,33.1
KS,20,Chase,1,29.4
KS,20,Chase,2,33.9
KS,20,Chase,3,44.0
KS,20,Chase,4,54.5
KS,20,Chase,5,64.2
KS,20,Chase,6,73.4
KS,20,Chase,7,78.9
KS,20,Chase,8,77.8
KS,20,Chase,9,68.6
KS,20,Chase,10,56.7
KS,20,Chase,11,43.9
KS,20,Chase,12,31.9
KS,20,Chautauqua,1,33.0
KS,20,Chautauqua,2,37.5
KS,20,Chautauqua,3,47.0
KS,20,Chautauqua,4,56.9
KS,20,Chautauqua,5,65.9
KS,20,Chautauqua,6,74.8
KS,20,Chautauqua,7,80.3
KS,20,Chautauqua,8,79.6
KS,20,Chautauqua,9,70.4
KS,20,Chautauqua,10,58.7
KS,20,Chautauqua,11,47.0
KS,20,Chautauqua,12,35.3
KS,20,Cherokee,1,33.1
KS,20,Cherokee,2,37.7
KS,20,Cherokee,3,46.9
KS,20,Cherokee,4,56.5
KS,20,Cherokee,5,65.8
KS,20,Cherokee,6,74.7
KS,20,Cherokee,7,79.5
KS,20,Cherokee,8,79.0
KS,20,Cherokee,9,69.9
KS,20,Cherokee,10,58.5
KS,20,Cherokee,11,47.2
KS,20,Cherokee,12,35.8
KS,20,Cheyenne,1,29.0
KS,20,Cheyenne,2,31.9
KS,20,Cheyenne,3,40.2
KS,20,Cheyenne,4,49.0
KS,20,Cheyenne,5,59.3
KS,20,Cheyenne,6,69.9
KS,20,Cheyenne,7,76.1
KS,20,Cheyenne,8,74.1
KS,20,Cheyenne,9,64.6
KS,20,Cheyenne,10,51.9
KS,20,Cheyenne,11,39.0
KS,20,Cheyenne,12,29.5
KS,20,Clark,1,32.4
KS,20,Clark,2,36.1
KS,20,Clark,3,44.9
KS,20,Clark,4,54.7
KS,20,Clark,5,64.8
KS,20,Clark,6,74.5
KS,20,Clark,7,80.2
KS,20,Clark,8,78.8
KS,20,Clark,9,69.6
KS,20,Clark,10,56.9
KS,20,Clark,11,43.7
KS,20,Clark,12,33.3
KS,20,Clay,1,28.3
KS,20,Clay,2,32.7
KS,20,Clay,3,43.1
KS,20,Clay,4,53.7
KS,20,Clay,5,63.9
KS,20,Clay,6,73.9
KS,20,Clay,7,79.6
KS,20,Clay,8,77.8
KS,20,Clay,9,68.7
KS,20,Clay,10,56.3
KS,20,Clay,11,42.7
KS,20,Clay,12,31.1
KS,20,Cloud,1,27.9
KS,20,Cloud,2,32.0
KS,20,Cloud,3,42.2
KS,20,Cloud,4,52.7
KS,20,Cloud,5,63.1
KS,20,Cloud,6,73.4
KS,20,Cloud,7,79.3
KS,20,Cloud,8,77.2
KS,20,Cloud,9,68.0
KS,20,Cloud,10,55.5
KS,20,Cloud,11,41.7
KS,20,Cloud,12,30.0
KS,20,Coffey,1,29.7
KS,20,Coffey,2,34.3
KS,20,Coffey,3,44.5
KS,20,Coffey,4,54.8
KS,20,Coffey,5,64.3
KS,20,Coffey,6,73.5
KS,20,Coffey,7,78.7
KS,20,Coffey,8,77.6
KS,20,Coffey,9,68.6
KS,20,Coffey,10,56.8
KS,20,Coffey,11,44.6
KS,20,Coffey,12,32.5
KS,20,Comanche,1,33.1
KS,20,Comanche,2,37.0
KS,20,Comanche,3,45.9
KS,20,Comanche,4,55.8
KS,20,Comanche,5,65.6
KS,20,Comanche,6,75.2
KS,20,Comanche,7,80.8
KS,20,Comanche,8,79.6
KS,20,Comanche,9,70.3
KS,20,Comanche,10,57.9
KS,20,Comanche,11,44.9
KS,20,Comanche,12,34.1
KS,20,Cowley,1,32.7
KS,20,Cowley,2,37.4
KS,20,Cowley,3,46.7
KS,20,Cowley,4,56.5
KS,20,Cowley,5,66.1
KS,20,Cowley,6,75.5
KS,20,Cowley,7,80.8
KS,20,Cowley,8,80.0
KS,20,Cowley,9,70.9
KS,20,Cowley,10,58.9
KS,20,Cowley,11,46.3
KS,20,Cowley,12,34.7
KS,20,Crawford,1,32.2
KS,20,Crawford,2,36.9
KS,20,Crawford,3,46.3
KS,20,Crawford,4,56.3
KS,20,Crawford,5,65.8
KS,20,Crawford,6,74.7
KS,20,Crawford,7,79.6
KS,20,Crawford,8,78.9
KS,20,Crawford,9,69.7
KS,20,Crawford,10,58.3
KS,20,Crawford,11,46.6
KS,20,Crawford,12,34.9
KS,20,Decatur,1,27.9
KS,20,Decatur,2,31.2
KS,20,Decatur,3,40.0
KS,20,Decatur,4,49.9
KS,20,Decatur,5,60.2
KS,20,Decatur,6,70.8
KS,20,Decatur,7,76.9
KS,20,Decatur,8,74.9
KS,20,Decatur,9,65.2
KS,20,Decatur,10,52.2
KS,20,Decatur,11,39.0
KS,20,Decatur,12,28.8
KS,20,Dickinson,1,29.2
KS,20,Dickinson,2,33.5
KS,20,Dickinson,3,43.8
KS,20,Dickinson,4,54.2
KS,20,Dickinson,5,64.3
KS,20,Dickinson,6,74.4
KS,20,Dickinson,7,80.0
KS,20,Dickinson,8,78.5
KS,20,Dickinson,9,69.0
KS,20,Dickinson,10,56.6
KS,20,Dickinson,11,43.3
KS,20,Dickinson,12,31.5
KS,20,Doniphan,1,26.6
KS,20,Doniphan,2,31.1
KS,20,Doniphan,3,42.1
KS,20,Doniphan,4,53.3
KS,20,Doniphan,5,63.5
KS,20,Doniphan,6,72.8
KS,20,Doniphan,7,77.3
KS,20,Doniphan,8,75.6
KS,20,Doniphan,9,67.0
KS,20,Doniphan,10,55.3
KS,20,Doniphan,11,42.1
KS,20,Doniphan,12,29.5
KS,20,Douglas,1,28.5
KS,20,Douglas,2,33.1
KS,20,Douglas,3,43.5
KS,20,Douglas,4,54.1
KS,20,Douglas,5,64.0
KS,20,Douglas,6,73.4
KS,20,Douglas,7,78.5
KS,20,Douglas,8,77.3
KS,20,Douglas,9,68.0
KS,20,Douglas,10,56.2
KS,20,Douglas,11,43.7
KS,20,Douglas,12,31.4
KS,20,Edwards,1,31.6
KS,20,Edwards,2,35.2
KS,20,Edwards,3,44.1
KS,20,Edwards,4,53.9
KS,20,Edwards,5,64.1
KS,20,Edwards,6,74.0
KS,20,Edwards,7,79.7
KS,20,Edwards,8,78.2
KS,20,Edwards,9,69.1
KS,20,Edwards,10,56.6
KS,20,Edwards,11,43.3
KS,20,Edwards,12,32.7
KS,20,Elk,1,31.6
KS,20,Elk,2,36.2
KS,20,Elk,3,45.9
KS,20,Elk,4,56.1
KS,20,Elk,5,65.2
KS,20,Elk,6,74.1
KS,20,Elk,7,79.5
KS,20,Elk,8,78.8
KS,20,Elk,9,69.7
KS,20,Elk,10,57.9
KS,20,Elk,11,45.8
KS,20,Elk,12,33.9
KS,20,Ellis,1,29.3
KS,20,Ellis,2,32.9
KS,20,Ellis,3,42.4
KS,20,Ellis,4,52.5
KS,20,Ellis,5,62.7
KS,20,Ellis,6,73.3
KS,20,Ellis,7,79.1
KS,20,Ellis,8,77.3
KS,20,Ellis,9,67.9
KS,20,Ellis,10,55.1
KS,20,Ellis,11,41.7
KS,20,Ellis,12,30.7
KS,20,Ellsworth,1,29.6
KS,20,Ellsworth,2,33.5
KS,20,Ellsworth,3,43.4
KS,20,Ellsworth,4,53.2
KS,20,Ellsworth,5,63.3
KS,20,Ellsworth,6,73.6
KS,20,Ellsworth,7,79.2
KS,20,Ellsworth,8,77.4
KS,20,Ellsworth,9,68.4
KS,20,Ellsworth,10,56.0
KS,20,Ellsworth,11,42.4
KS,20,Ellsworth,12,31.1
KS,20,Finney,1,30.4
KS,20,Finney,2,34.0
KS,20,Finney,3,42.7
KS,20,Finney,4,52.3
KS,20,Finney,5,62.7
KS,20,Finney,6,72.8
KS,20,Finney,7,78.4
KS,20,Finney,8,76.7
KS,20,Finney,9,67.8
KS,20,Finney,10,55.0
KS,20,Finney,11,41.7
KS,20,Finney,12,31.4
KS,20,Ford,1,31.5
KS,20,Ford,2,35.0
KS,20,Ford,3,43.6
KS,20,Ford,4,53.4
KS,20,Ford,5,63.6
KS,20,Ford,6,73.6
KS,20,Ford,7,79.4
KS,20,Ford,8,77.9
KS,20,Ford,9,68.7
KS,20,Ford,10,56.1
KS,20,Ford,11,42.8
KS,20,Ford,12,32.5
KS,20,Franklin,1,29.2
KS,20,Franklin,2,33.8
KS,20,Franklin,3,44.1
KS,20,Franklin,4,54.6
KS,20,Franklin,5,64.4
KS,20,Franklin,6,73.7
KS,20,Franklin,7,78.8
KS,20,Franklin,8,77.7
KS,20,Franklin,9,68.4
KS,20,Franklin,10,56.7
KS,20,Franklin,11,44.3
KS,20,Franklin,12,32.1
KS,20,Geary,1,28.3
KS,20,Geary,2,32.7
KS,20,Geary,3,43.3
KS,20,Geary,4,53.9
KS,20,Geary,5,63.7
KS,20,Geary,6,73.3
KS,20,Geary,7,78.8
KS,20,Geary,8,77.5
KS,20,Geary,9,68.2
KS,20,Geary,10,55.9
KS,20,Geary,11,43.0
KS,20,Geary,12,31.0
KS,20,Gove,1,29.5
KS,20,Gove,2,32.7
KS,20,Gove,3,41.5
KS,20,Gove,4,51.1
KS,20,Gove,5,61.4
KS,20,Gove,6,71.9
KS,20,Gove,7,77.9
KS,20,Gove,8,76.1
KS,20,Gove,9,66.7
KS,20,Gove,10,54.0
KS,20,Gove,11,40.7
KS,20,Gove,12,30.5
KS,20,Graham,1,29.1
KS,20,Graham,2,32.3
KS,20,Graham,3,41.3
KS,20,Graham,4,51.3
KS,20,Graham,5,61.6
KS,20,Graham,6,72.2
KS,20,Graham,7,78.3
KS,20,Graham,8,76.3
KS,20,Graham,9,66.9
KS,20,Graham,10,54.0
KS,20,Graham,11,40.6
KS,20,Graham,12,30.0
KS,20,Grant,1,31.6
KS,20,Grant,2,35.1
KS,20,Grant,3,43.6
KS,20,Grant,4,53.1
KS,20,Grant,5,63.3
KS,20,Grant,6,73.3
KS,20,Grant,7,78.6
KS,20,Grant,8,77.0
KS,20,Grant,9,68.2
KS,20,Grant,10,55.5
KS,20,Grant,11,42.5
KS,20,Grant,12,32.2
KS,20,Gray,1,30.9
KS,20,Gray,2,34.5
KS,20,Gray,3,43.0
KS,20,Gray,4,52.7
KS,20,Gray,5,62.9
KS,20,Gray,6,72.9
KS,20,Gray,7,78.5
KS,20,Gray,8,76.9
KS,20,Gray,9,68.0
KS,20,Gray,10,55.5
KS,20,Gray,11,42.1
KS,20,Gray,12,31.8
KS,20,Greeley,1,29.6
KS,20,Greeley,2,32.9
KS,20,Greeley,3,41.3
KS,20,Greeley,4,50.1
KS,20,Greeley,5,60.4
KS,20,Greeley,6,70.8
KS,20,Greeley,7,76.6
KS,20,Greeley,8,74.7
KS,20,Greeley,9,65.7
KS,20,Greeley,10,52.8
KS,20,Greeley,11,40.0
KS,20,Greeley,12,30.4
KS,20,Greenwood,1,30.6
KS,20,Greenwood,2,35.2
KS,20,Greenwood,3,45.1
KS,20,Greenwood,4,55.4
KS,20,Greenwood,5,64.6
KS,20,Greenwood,6,73.7
KS,20,Greenwood,7,79.0
KS,20,Greenwood,8,78.1
KS,20,Greenwood,9,69.1
KS,20,Greenwood,10,57.3
KS,20,Greenwood,11,45.1
KS,20,Greenwood,12,33.1
KS,20,Hamilton,1,30.3
KS,20,Hamilton,2,34.1
KS,20,Hamilton,3,42.7
KS,20,Hamilton,4,51.7
KS,20,Hamilton,5,62.0
KS,20,Hamilton,6,72.2
KS,20,Hamilton,7,77.7
KS,20,Hamilton,8,75.9
KS,20,Hamilton,9,67.0
KS,20,Hamilton,10,54.1
KS,20,Hamilton,11,41.2
KS,20,Hamilton,12,31.2
KS,20,Harper,1,33.2
KS,20,Harper,2,37.4
KS,20,Harper,3,46.5
KS,20,Harper,4,56.2
KS,20,Harper,5,66.4
KS,20,Harper,6,76.3
KS,20,Harper,7,81.7
KS,20,Harper,8,80.6
KS,20,Harper,9,71.4
KS,20,Harper,10,58.8
KS,20,Harper,11,46.0
KS,20,Harper,12,34.7
KS,20,Harvey,1,30.5
KS,20,Harvey,2,35.0
KS,20,Harvey,3,44.5
KS,20,Harvey,4,54.6
KS,20,Harvey,5,64.6
KS,20,Harvey,6,74.7
KS,20,Harvey,7,80.2
KS,20,Harvey,8,78.9
KS,20,Harvey,9,69.8
KS,20,Harvey,10,57.4
KS,20,Harvey,11,44.2
KS,20,Harvey,12,32.6
KS,20,Haskell,1,31.6
KS,20,Haskell,2,35.1
KS,20,Haskell,3,43.5
KS,20,Haskell,4,53.1
KS,20,Haskell,5,63.1
KS,20,Haskell,6,73.1
KS,20,Haskell,7,78.4
KS,20,Haskell,8,76.8
KS,20,Haskell,9,68.2
KS,20,Haskell,10,55.6
KS,20,Haskell,11,42.5
KS,20,Haskell,12,32.2
KS,20,Hodgeman,1,30.8
KS,20,Hodgeman,2,34.4
KS,20,Hodgeman,3,43.3
KS,20,Hodgeman,4,53.1
KS,20,Hodgeman,5,63.3
KS,20,Hodgeman,6,73.4
KS,20,Hodgeman,7,79.3
KS,20,Hodgeman,8,77.8
KS,20,Hodgeman,9,68.6
KS,20,Hodgeman,10,56.0
KS,20,Hodgeman,11,42.5
KS,20,Hodgeman,12,32.0
KS,20,Jackson,1,27.6
KS,20,Jackson,2,32.1
KS,20,Jackson,3,42.7
KS,20,Jackson,4,53.6
KS,20,Jackson,5,63.5
KS,20,Jackson,6,72.9
KS,20,Jackson,7,77.9
KS,20,Jackson,8,76.4
KS,20,Jackson,9,67.5
KS,20,Jackson,10,55.8
KS,20,Jackson,11,42.6
KS,20,Jackson,12,30.3
KS,20,Jefferson,1,28.3
KS,20,Jefferson,2,32.9
KS,20,Jefferson,3,43.5
KS,20,Jefferson,4,54.3
KS,20,Jefferson,5,64.0
KS,20,Jefferson,6,73.4
KS,20,Jefferson,7,78.4
KS,20,Jefferson,8,77.0
KS,20,Jefferson,9,68.0
KS,20,Jefferson,10,56.3
KS,20,Jefferson,11,43.3
KS,20,Jefferson,12,31.1
KS,20,Jewell,1,26.4
KS,20,Jewell,2,30.5
KS,20,Jewell,3,40.7
KS,20,Jewell,4,51.4
KS,20,Jewell,5,61.6
KS,20,Jewell,6,72.1
KS,20,Jewell,7,77.9
KS,20,Jewell,8,75.8
KS,20,Jewell,9,66.5
KS,20,Jewell,10,53.8
KS,20,Jewell,11,39.9
KS,20,Jewell,12,28.4
KS,20,Johnson,1,28.9
KS,20,Johnson,2,33.5
KS,20,Johnson,3,43.8
KS,20,Johnson,4,54.3
KS,20,Johnson,5,64.3
KS,20,Johnson,6,73.7
KS,20,Johnson,7,78.6
KS,20,Johnson,8,77.5
KS,20,Johnson,9,68.3
KS,20,Johnson,10,56.6
KS,20,Johnson,11,44.1
KS,20,Johnson,12,31.9
KS,20,Kearny,1,30.5
KS,20,Kearny,2,34.2
KS,20,Kearny,3,42.7
KS,20,Kearny,4,52.0
KS,20,Kearny,5,62.4
KS,20,Kearny,6,72.6
KS,20,Kearny,7,78.2
KS,20,Kearny,8,76.4
KS,20,Kearny,9,67.4
KS,20,Kearny,10,54.5
KS,20,Kearny,11,41.4
KS,20,Kearny,12,31.4
KS,20,Kingman,1,32.0
KS,20,Kingman,2,36.2
KS,20,Kingman,3,45.3
KS,20,Kingman,4,55.3
KS,20,Kingman,5,65.3
KS,20,Kingman,6,75.3
KS,20,Kingman,7,80.7
KS,20,Kingman,8,79.5
KS,20,Kingman,9,70.3
KS,20,Kingman,10,57.7
KS,20,Kingman,11,44.6
KS,20,Kingman,12,33.4
KS,20,Kiowa,1,31.6
KS,20,Kiowa,2,35.3
KS,20,Kiowa,3,44.0
KS,20,Kiowa,4,53.9
KS,20,Kiowa,5,64.0
KS,20,Kiowa,6,73.7
KS,20,Kiowa,7,79.5
KS,20,Kiowa,8,78.1
KS,20,Kiowa,9,68.8
KS,20,Kiowa,10,56.3
KS,20,Kiowa,11,43.3
KS,20,Kiowa,12,32.7
KS,20,Labette,1,32.2
KS,20,Labette,2,36.9
KS,20,Labette,3,46.4
KS,20,Labette,4,56.1
KS,20,Labette,5,65.6
KS,20,Labette,6,74.6
KS,20,Labette,7,79.6
KS,20,Labette,8,78.9
KS,20,Labette,9,69.7
KS,20,Labette,10,58.0
KS,20,Labette,11,46.5
KS,20,Labette,12,34.8
KS,20,Lane,1,29.9
KS,20,Lane,2,33.4
KS,20,Lane,3,42.3
KS,20,Lane,4,51.8
KS,20,Lane,5,62.3
KS,20,Lane,6,72.5
KS,20,Lane,7,78.3
KS,20,Lane,8,76.6
KS,20,Lane,9,67.4
KS,20,Lane,10,54.6
KS,20,Lane,11,41.3
KS,20,Lane,12,31.0
KS,20,Leavenworth,1,28.4
KS,20,Leavenworth,2,33.0
KS,20,Leavenworth,3,43.6
KS,20,Leavenworth,4,54.3
KS,20,Leavenworth,5,64.2
KS,20,Leavenworth,6,73.7
KS,20,Leavenworth,7,78.6
KS,20,Leavenworth,8,77.2
KS,20,Leavenworth,9,68.0
KS,20,Leavenworth,10,56.3
KS,20,Leavenworth,11,43.4
KS,20,Leavenworth,12,31.3
KS,20,Lincoln,1,29.0
KS,20,Lincoln,2,32.8
KS,20,Lincoln,3,42.8
KS,20,Lincoln,4,53.0
KS,20,Lincoln,5,63.3
KS,20,Lincoln,6,73.9
KS,20,Lincoln,7,80.0
KS,20,Lincoln,8,78.0
KS,20,Lincoln,9,68.7
KS,20,Lincoln,10,56.0
KS,20,Lincoln,11,42.2
KS,20,Lincoln,12,30.7
KS,20,Linn,1,30.1
KS,20,Linn,2,34.8
KS,20,Linn,3,44.9
KS,20,Linn,4,54.9
KS,20,Linn,5,64.5
KS,20,Linn,6,73.5
KS,20,Linn,7,78.8
KS,20,Linn,8,77.6
KS,20,Linn,9,68.6
KS,20,Linn,10,57.1
KS,20,Linn,11,45.1
KS,20,Linn,12,33.0
KS,20,Logan,1,29.5
KS,20,Logan,2,32.6
KS,20,Logan,3,41.0
KS,20,Logan,4,50.3
KS,20,Logan,5,60.5
KS,20,Logan,6,71.1
KS,20,Logan,7,77.1
KS,20,Logan,8,75.2
KS,20,Logan,9,66.1
KS,20,Logan,10,53.2
KS,20,Logan,11,40.0
KS,20,Logan,12,30.3
KS,20,Lyon,1,29.3
KS,20,Lyon,2,33.7
KS,20,Lyon,3,43.9
KS,20,Lyon,4,54.4
KS,20,Lyon,5,64.1
KS,20,Lyon,6,73.4
KS,20,Lyon,7,78.6
KS,20,Lyon,8,77.5
KS,20,Lyon,9,68.3
KS,20,Lyon,10,56.5
KS,20,Lyon,11,44.0
KS,20,Lyon,12,31.9
KS,20,McPherson,1,30.1
KS,20,McPherson,2,34.2
KS,20,McPherson,3,44.0
KS,20,McPherson,4,54.1
KS,20,McPherson,5,64.2
KS,20,McPherson,6,74.5
KS,20,McPherson,7,79.9
KS,20,McPherson,8,78.5
KS,20,McPherson,9,69.3
KS,20,McPherson,10,56.9
KS,20,McPherson,11,43.4
KS,20,McPherson,12,31.9
KS,20,Marion,1,29.5
KS,20,Marion,2,33.9
KS,20,Marion,3,43.9
KS,20,Marion,4,54.0
KS,20,Marion,5,64.0
KS,20,Marion,6,74.0
KS,20,Marion,7,79.6
KS,20,Marion,8,78.2
KS,20,Marion,9,68.9
KS,20,Marion,10,56.6
KS,20,Marion,11,43.5
KS,20,Marion,12,31.7
KS,20,Marshall,1,25.9
KS,20,Marshall,2,30.3
KS,20,Marshall,3,41.1
KS,20,Marshall,4,52.2
KS,20,Marshall,5,62.5
KS,20,Marshall,6,72.3
KS,20,Marshall,7,77.5
KS,20,Marshall,8,75.6
KS,20,Marshall,9,66.5
KS,20,Marshall,10,54.4
KS,20,Marshall,11,40.7
KS,20,Marshall,12,28.7
KS,20,Meade,1,32.5
KS,20,Meade,2,35.9
KS,20,Meade,3,44.4
KS,20,Meade,4,54.1
KS,20,Meade,5,64.1
KS,20,Meade,6,73.9
KS,20,Meade,7,79.5
KS,20,Meade,8,78.1
KS,20,Meade,9,69.1
KS,20,Meade,10,56.5
KS,20,Meade,11,43.3
KS,20,Meade,12,33.1
KS,20,Miami,1,29.2
KS,20,Miami,2,33.9
KS,20,Miami,3,44.2
KS,20,Miami,4,54.5
KS,20,Miami,5,64.2
KS,20,Miami,6,73.5
KS,20,Miami,7,78.5
KS,20,Miami,8,77.4
KS,20,Miami,9,68.3
KS,20,Miami,10,56.7
KS,20,Miami,11,44.4
KS,20,Miami,12,32.2
KS,20,Mitchell,1,27.7
KS,20,Mitchell,2,31.8
KS,20,Mitchell,3,41.9
KS,20,Mitchell,4,52.4
KS,20,Mitchell,5,62.6
KS,20,Mitchell,6,73.2
KS,20,Mitchell,7,79.4
KS,20,Mitchell,8,77.3
KS,20,Mitchell,9,67.9
KS,20,Mitchell,10,55.1
KS,20,Mitchell,11,41.3
KS,20,Mitchell,12,29.7
KS,20,Montgomery,1,32.5
KS,20,Montgomery,2,37.2
KS,20,Montgomery,3,46.7
KS,20,Montgomery,4,56.5
KS,20,Montgomery,5,65.9
KS,20,Montgomery,6,74.9
KS,20,Montgomery,7,80.1
KS,20,Montgomery,8,79.4
KS,20,Montgomery,9,70.2
KS,20,Montgomery,10,58.4
KS,20,Montgomery,11,46.8
KS,20,Montgomery,12,35.1
KS,20,Morris,1,28.1
KS,20,Morris,2,32.5
KS,20,Morris,3,43.2
KS,20,Morris,4,53.7
KS,20,Morris,5,63.5
KS,20,Morris,6,73.0
KS,20,Morris,7,78.5
KS,20,Morris,8,77.2
KS,20,Morris,9,67.8
KS,20,Morris,10,55.6
KS,20,Morris,11,42.8
KS,20,Morris,12,30.5
KS,20,Morton,1,32.9
KS,20,Morton,2,36.0
KS,20,Morton,3,44.0
KS,20,Morton,4,53.2
KS,20,Morton,5,63.4
KS,20,Morton,6,73.2
KS,20,Morton,7,78.6
KS,20,Morton,8,76.8
KS,20,Morton,9,68.1
KS,20,Morton,10,55.6
KS,20,Morton,11,43.3
KS,20,Morton,12,33.3
KS,20,Nemaha,1,26.0
KS,20,Nemaha,2,30.5
KS,20,Nemaha,3,41.3
KS,20,Nemaha,4,52.6
KS,20,Nemaha,5,62.7
KS,20,Nemaha,6,72.2
KS,20,Nemaha,7,77.3
KS,20,Nemaha,8,75.5
KS,20,Nemaha,9,66.5
KS,20,Nemaha,10,54.8
KS,20,Nemaha,11,41.1
KS,20,Nemaha,12,28.9
KS,20,Neosho,1,31.6
