st_abb,st_code,county_name,month,tavg_f
KS,20,Neosho,2,36.4
KS,20,Neosho,3,45.9
KS,20,Neosho,4,55.9
KS,20,Neosho,5,65.3
KS,20,Neosho,6,74.4
KS,20,Neosho,7,79.5
KS,20,Neosho,8,78.7
KS,20,Neosho,9,69.6
KS,20,Neosho,10,57.9
KS,20,Neosho,11,46.1
KS,20,Neosho,12,34.2
KS,20,Ness,1,30.0
KS,20,Ness,2,33.6
KS,20,Ness,3,42.6
KS,20,Ness,4,52.4
KS,20,Ness,5,62.7
KS,20,Ness,6,73.1
KS,20,Ness,7,79.1
KS,20,Ness,8,77.3
KS,20,Ness,9,68.0
KS,20,Ness,10,55.3
KS,20,Ness,11,41.8
KS,20,Ness,12,31.3
KS,20,Norton,1,27.7
KS,20,Norton,2,31.3
KS,20,Norton,3,40.3
KS,20,Norton,4,50.6
KS,20,Norton,5,60.9
KS,20,Norton,6,71.4
KS,20,Norton,7,77.6
KS,20,Norton,8,75.6
KS,20,Norton,9,65.9
KS,20,Norton,10,53.0
KS,20,Norton,11,39.5
KS,20,Norton,12,28.7
KS,20,Osage,1,28.8
KS,20,Osage,2,33.3
KS,20,Osage,3,43.7
KS,20,Osage,4,54.3
KS,20,Osage,5,64.1
KS,20,Osage,6,73.4
KS,20,Osage,7,78.5
KS,20,Osage,8,77.4
KS,20,Osage,9,68.1
KS,20,Osage,10,56.3
KS,20,Osage,11,43.8
KS,20,Osage,12,31.6
KS,20,Osborne,1,27.9
KS,20,Osborne,2,31.6
KS,20,Osborne,3,41.7
KS,20,Osborne,4,52.0
KS,20,Osborne,5,62.3
KS,20,Osborne,6,72.8
KS,20,Osborne,7,79.0
KS,20,Osborne,8,76.9
KS,20,Osborne,9,67.5
KS,20,Osborne,10,54.5
KS,20,Osborne,11,40.7
KS,20,Osborne,12,29.6
KS,20,Ottawa,1,29.5
KS,20,Ottawa,2,33.5
KS,20,Ottawa,3,43.6
KS,20,Ottawa,4,54.0
KS,20,Ottawa,5,64.2
KS,20,Ottawa,6,74.7
KS,20,Ottawa,7,80.6
KS,20,Ottawa,8,78.8
KS,20,Ottawa,9,69.4
KS,20,Ottawa,10,56.9
KS,20,Ottawa,11,43.1
KS,20,Ottawa,12,31.5
KS,20,Pawnee,1,31.0
KS,20,Pawnee,2,34.7
KS,20,Pawnee,3,43.7
KS,20,Pawnee,4,53.6
KS,20,Pawnee,5,63.9
KS,20,Pawnee,6,74.0
KS,20,Pawnee,7,79.6
KS,20,Pawnee,8,78.1
KS,20,Pawnee,9,69.0
KS,20,Pawnee,10,56.4
KS,20,Pawnee,11,43.0
KS,20,Pawnee,12,32.2
KS,20,Phillips,1,27.4
KS,20,Phillips,2,31.1
KS,20,Phillips,3,40.7
KS,20,Phillips,4,51.2
KS,20,Phillips,5,61.5
KS,20,Phillips,6,72.2
KS,20,Phillips,7,78.2
KS,20,Phillips,8,76.1
KS,20,Phillips,9,66.5
KS,20,Phillips,10,53.4
KS,20,Phillips,11,39.7
KS,20,Phillips,12,28.7
KS,20,Pottawatomie,1,27.6
KS,20,Pottawatomie,2,32.0
KS,20,Pottawatomie,3,42.6
KS,20,Pottawatomie,4,53.4
KS,20,Pottawatomie,5,63.4
KS,20,Pottawatomie,6,72.9
KS,20,Pottawatomie,7,78.2
KS,20,Pottawatomie,8,76.7
KS,20,Pottawatomie,9,67.5
KS,20,Pottawatomie,10,55.5
KS,20,Pottawatomie,11,42.4
KS,20,Pottawatomie,12,30.3
KS,20,Pratt,1,32.1
KS,20,Pratt,2,35.9
KS,20,Pratt,3,44.5
KS,20,Pratt,4,54.5
KS,20,Pratt,5,64.4
KS,20,Pratt,6,74.4
KS,20,Pratt,7,79.8
KS,20,Pratt,8,78.6
KS,20,Pratt,9,69.2
KS,20,Pratt,10,56.8
KS,20,Pratt,11,43.9
KS,20,Pratt,12,33.0
KS,20,Rawlins,1,28.3
KS,20,Rawlins,2,31.4
KS,20,Rawlins,3,40.0
KS,20,Rawlins,4,49.3
KS,20,Rawlins,5,59.7
KS,20,Rawlins,6,70.3
KS,20,Rawlins,7,76.5
KS,20,Rawlins,8,74.5
KS,20,Rawlins,9,64.9
KS,20,Rawlins,10,51.9
KS,20,Rawlins,11,38.8
KS,20,Rawlins,12,29.0
KS,20,Reno,1,30.9
KS,20,Reno,2,35.2
KS,20,Reno,3,44.6
KS,20,Reno,4,54.5
KS,20,Reno,5,64.6
KS,20,Reno,6,74.8
KS,20,Reno,7,80.2
KS,20,Reno,8,78.8
KS,20,Reno,9,69.6
KS,20,Reno,10,57.0
KS,20,Reno,11,43.9
KS,20,Reno,12,32.6
KS,20,Republic,1,26.7
KS,20,Republic,2,30.8
KS,20,Republic,3,41.1
KS,20,Republic,4,51.8
KS,20,Republic,5,62.2
KS,20,Republic,6,72.5
KS,20,Republic,7,78.2
KS,20,Republic,8,76.0
KS,20,Republic,9,66.9
KS,20,Republic,10,54.3
KS,20,Republic,11,40.5
KS,20,Republic,12,28.7
KS,20,Rice,1,30.3
KS,20,Rice,2,34.4
KS,20,Rice,3,44.0
KS,20,Rice,4,53.8
KS,20,Rice,5,63.9
KS,20,Rice,6,74.2
KS,20,Rice,7,79.6
KS,20,Rice,8,78.0
KS,20,Rice,9,69.0
KS,20,Rice,10,56.6
KS,20,Rice,11,43.1
KS,20,Rice,12,31.8
KS,20,Riley,1,27.5
KS,20,Riley,2,32.0
KS,20,Riley,3,42.6
KS,20,Riley,4,53.4
KS,20,Riley,5,63.4
KS,20,Riley,6,73.2
KS,20,Riley,7,78.7
KS,20,Riley,8,77.0
KS,20,Riley,9,68.0
KS,20,Riley,10,55.5
KS,20,Riley,11,42.2
KS,20,Riley,12,30.7
KS,20,Rooks,1,28.6
KS,20,Rooks,2,32.0
KS,20,Rooks,3,41.5
KS,20,Rooks,4,51.7
KS,20,Rooks,5,62.0
KS,20,Rooks,6,72.5
KS,20,Rooks,7,78.7
KS,20,Rooks,8,76.6
KS,20,Rooks,9,67.2
KS,20,Rooks,10,54.3
KS,20,Rooks,11,40.7
KS,20,Rooks,12,29.9
KS,20,Rush,1,29.9
KS,20,Rush,2,33.5
KS,20,Rush,3,42.9
KS,20,Rush,4,52.8
KS,20,Rush,5,63.1
KS,20,Rush,6,73.5
KS,20,Rush,7,79.3
KS,20,Rush,8,77.6
KS,20,Rush,9,68.4
KS,20,Rush,10,55.6
KS,20,Rush,11,42.2
KS,20,Rush,12,31.2
KS,20,Russell,1,29.3
KS,20,Russell,2,33.0
KS,20,Russell,3,42.7
KS,20,Russell,4,52.8
KS,20,Russell,5,63.2
KS,20,Russell,6,73.7
KS,20,Russell,7,79.5
KS,20,Russell,8,77.6
KS,20,Russell,9,68.3
KS,20,Russell,10,55.6
KS,20,Russell,11,42.1
KS,20,Russell,12,30.9
KS,20,Saline,1,29.9
KS,20,Saline,2,33.9
KS,20,Saline,3,44.0
KS,20,Saline,4,54.1
KS,20,Saline,5,64.5
KS,20,Saline,6,74.9
KS,20,Saline,7,80.6
KS,20,Saline,8,79.0
KS,20,Saline,9,69.4
KS,20,Saline,10,56.9
KS,20,Saline,11,43.4
KS,20,Saline,12,31.8
KS,20,Scott,1,29.7
KS,20,Scott,2,33.1
KS,20,Scott,3,41.9
KS,20,Scott,4,51.2
KS,20,Scott,5,61.7
KS,20,Scott,6,72.0
KS,20,Scott,7,77.8
KS,20,Scott,8,76.0
KS,20,Scott,9,66.9
KS,20,Scott,10,53.9
KS,20,Scott,11,40.7
KS,20,Scott,12,30.6
KS,20,Sedgwick,1,31.5
KS,20,Sedgwick,2,36.0
KS,20,Sedgwick,3,45.4
KS,20,Sedgwick,4,55.5
KS,20,Sedgwick,5,65.4
KS,20,Sedgwick,6,75.4
KS,20,Sedgwick,7,80.8
KS,20,Sedgwick,8,79.6
KS,20,Sedgwick,9,70.5
KS,20,Sedgwick,10,58.1
KS,20,Sedgwick,11,45.0
KS,20,Sedgwick,12,33.4
KS,20,Seward,1,33.0
KS,20,Seward,2,36.3
KS,20,Seward,3,44.6
KS,20,Seward,4,54.2
KS,20,Seward,5,64.0
KS,20,Seward,6,74.0
KS,20,Seward,7,79.3
KS,20,Seward,8,77.9
KS,20,Seward,9,69.1
KS,20,Seward,10,56.5
KS,20,Seward,11,43.6
KS,20,Seward,12,33.3
KS,20,Shawnee,1,28.6
KS,20,Shawnee,2,33.0
KS,20,Shawnee,3,43.4
KS,20,Shawnee,4,54.1
KS,20,Shawnee,5,64.0
KS,20,Shawnee,6,73.5
KS,20,Shawnee,7,78.6
KS,20,Shawnee,8,77.2
KS,20,Shawnee,9,67.9
KS,20,Shawnee,10,56.1
KS,20,Shawnee,11,43.5
KS,20,Shawnee,12,31.3
KS,20,Sheridan,1,29.0
KS,20,Sheridan,2,32.0
KS,20,Sheridan,3,40.7
KS,20,Sheridan,4,50.5
KS,20,Sheridan,5,60.7
KS,20,Sheridan,6,71.1
KS,20,Sheridan,7,77.1
KS,20,Sheridan,8,75.2
KS,20,Sheridan,9,65.9
KS,20,Sheridan,10,53.1
KS,20,Sheridan,11,40.0
KS,20,Sheridan,12,29.9
KS,20,Sherman,1,29.0
KS,20,Sherman,2,31.6
KS,20,Sherman,3,39.8
KS,20,Sherman,4,48.6
KS,20,Sherman,5,58.9
KS,20,Sherman,6,69.5
KS,20,Sherman,7,75.6
KS,20,Sherman,8,73.6
KS,20,Sherman,9,64.3
KS,20,Sherman,10,51.7
KS,20,Sherman,11,38.9
KS,20,Sherman,12,29.5
KS,20,Smith,1,26.6
KS,20,Smith,2,30.6
KS,20,Smith,3,40.5
KS,20,Smith,4,51.3
KS,20,Smith,5,61.6
KS,20,Smith,6,72.2
KS,20,Smith,7,78.1
KS,20,Smith,8,75.9
KS,20,Smith,9,66.4
KS,20,Smith,10,53.5
KS,20,Smith,11,39.5
KS,20,Smith,12,28.3
KS,20,Stafford,1,31.4
KS,20,Stafford,2,35.3
KS,20,Stafford,3,44.3
KS,20,Stafford,4,54.4
KS,20,Stafford,5,64.5
KS,20,Stafford,6,74.6
KS,20,Stafford,7,80.0
KS,20,Stafford,8,78.6
KS,20,Stafford,9,69.4
KS,20,Stafford,10,56.8
KS,20,Stafford,11,43.6
KS,20,Stafford,12,32.6
KS,20,Stanton,1,32.1
KS,20,Stanton,2,35.5
KS,20,Stanton,3,43.8
KS,20,Stanton,4,53.0
KS,20,Stanton,5,63.2
KS,20,Stanton,6,73.2
KS,20,Stanton,7,78.4
KS,20,Stanton,8,76.7
KS,20,Stanton,9,68.1
KS,20,Stanton,10,55.5
KS,20,Stanton,11,42.9
KS,20,Stanton,12,32.7
KS,20,Stevens,1,33.2
KS,20,Stevens,2,36.4
KS,20,Stevens,3,44.5
KS,20,Stevens,4,53.9
KS,20,Stevens,5,63.9
KS,20,Stevens,6,73.8
KS,20,Stevens,7,79.1
KS,20,Stevens,8,77.5
KS,20,Stevens,9,68.8
KS,20,Stevens,10,56.3
KS,20,Stevens,11,43.7
KS,20,Stevens,12,33.5
KS,20,Sumner,1,32.7
KS,20,Sumner,2,37.2
KS,20,Sumner,3,46.6
KS,20,Sumner,4,56.3
KS,20,Sumner,5,66.2
KS,20,Sumner,6,76.0
KS,20,Sumner,7,81.3
KS,20,Sumner,8,80.3
KS,20,Sumner,9,71.2
KS,20,Sumner,10,58.8
KS,20,Sumner,11,46.1
KS,20,Sumner,12,34.5
KS,20,Thomas,1,28.7
KS,20,Thomas,2,31.7
KS,20,Thomas,3,40.1
KS,20,Thomas,4,49.5
KS,20,Thomas,5,59.8
KS,20,Thomas,6,70.5
KS,20,Thomas,7,76.4
KS,20,Thomas,8,74.4
KS,20,Thomas,9,65.1
KS,20,Thomas,10,52.3
KS,20,Thomas,11,39.2
KS,20,Thomas,12,29.5
KS,20,Trego,1,29.6
KS,20,Trego,2,33.0
KS,20,Trego,3,42.1
KS,20,Trego,4,52.0
KS,20,Trego,5,62.3
KS,20,Trego,6,72.8
KS,20,Trego,7,78.9
KS,20,Trego,8,77.0
KS,20,Trego,9,67.5
KS,20,Trego,10,54.8
KS,20,Trego,11,41.4
KS,20,Trego,12,30.7
KS,20,Wabaunsee,1,28.3
KS,20,Wabaunsee,2,32.7
KS,20,Wabaunsee,3,43.1
KS,20,Wabaunsee,4,53.8
KS,20,Wabaunsee,5,63.7
KS,20,Wabaunsee,6,73.0
KS,20,Wabaunsee,7,78.3
KS,20,Wabaunsee,8,76.9
KS,20,Wabaunsee,9,67.7
KS,20,Wabaunsee,10,55.9
KS,20,Wabaunsee,11,43.1
KS,20,Wabaunsee,12,31.0
KS,20,Wallace,1,29.8
KS,20,Wallace,2,32.6
KS,20,Wallace,3,40.8
KS,20,Wallace,4,49.6
KS,20,Wallace,5,59.9
KS,20,Wallace,6,70.4
KS,20,Wallace,7,76.4
KS,20,Wallace,8,74.4
KS,20,Wallace,9,65.4
KS,20,Wallace,10,52.7
KS,20,Wallace,11,39.8
KS,20,Wallace,12,30.4
KS,20,Washington,1,26.9
KS,20,Washington,2,31.0
KS,20,Washington,3,41.7
KS,20,Washington,4,52.5
KS,20,Washington,5,63.0
KS,20,Washington,6,73.0
KS,20,Washington,7,78.5
KS,20,Washington,8,76.5
KS,20,Washington,9,67.4
KS,20,Washington,10,55.1
KS,20,Washington,11,41.1
KS,20,Washington,12,29.3
KS,20,Wichita,1,29.6
KS,20,Wichita,2,33.0
KS,20,Wichita,3,41.4
KS,20,Wichita,4,50.5
KS,20,Wichita,5,60.9
KS,20,Wichita,6,71.2
KS,20,Wichita,7,77.2
KS,20,Wichita,8,75.3
KS,20,Wichita,9,66.1
KS,20,Wichita,10,53.1
KS,20,Wichita,11,40.2
KS,20,Wichita,12,30.5
KS,20,Wilson,1,31.5
KS,20,Wilson,2,36.3
KS,20,Wilson,3,46.0
KS,20,Wilson,4,56.1
KS,20,Wilson,5,65.4
KS,20,Wilson,6,74.5
KS,20,Wilson,7,79.6
KS,20,Wilson,8,78.8
KS,20,Wilson,9,69.7
KS,20,Wilson,10,57.9
KS,20,Wilson,11,46.1
KS,20,Wilson,12,34.2
KS,20,Woodson,1,30.7
KS,20,Woodson,2,35.5
KS,20,Woodson,3,45.4
KS,20,Woodson,4,55.5
KS,20,Woodson,5,64.7
KS,20,Woodson,6,73.8
KS,20,Woodson,7,78.9
KS,20,Woodson,8,78.0
KS,20,Woodson,9,69.1
KS,20,Woodson,10,57.4
KS,20,Woodson,11,45.4
KS,20,Woodson,12,33.4
KS,20,Wyandotte,1,29.0
KS,20,Wyandotte,2,33.4
KS,20,Wyandotte,3,43.9
KS,20,Wyandotte,4,54.8
KS,20,Wyandotte,5,64.6
KS,20,Wyandotte,6,74.0
KS,20,Wyandotte,7,79.0
KS,20,Wyandotte,8,77.5
KS,20,Wyandotte,9,68.3
KS,20,Wyandotte,10,56.6
KS,20,Wyandotte,11,44.0
KS,20,Wyandotte,12,31.8
KY,21,Adair,1,34.9
KY,21,Adair,2,38.6
KY,21,Adair,3,47.0
KY,21,Adair,4,56.3
KY,21,Adair,5,64.9
KY,21,Adair,6,73.2
KY,21,Adair,7,76.7
KY,21,Adair,8,75.7
KY,21,Adair,9,68.7
KY,21,Adair,10,57.5
KY,21,Adair,11,47.9
KY,21,Adair,12,38.2
KY,21,Allen,1,35.4
KY,21,Allen,2,39.6
KY,21,Allen,3,48.1
KY,21,Allen,4,57.7
KY,21,Allen,5,66.2
KY,21,Allen,6,74.3
KY,21,Allen,7,78.0
KY,21,Allen,8,77.1
KY,21,Allen,9,70.2
KY,21,Allen,10,59.2
KY,21,Allen,11,49.0
KY,21,Allen,12,38.7
KY,21,Anderson,1,32.0
KY,21,Anderson,2,35.6
KY,21,Anderson,3,44.1
KY,21,Anderson,4,54.5
KY,21,Anderson,5,63.6
KY,21,Anderson,6,72.2
KY,21,Anderson,7,75.9
KY,21,Anderson,8,74.9
KY,21,Anderson,9,67.9
KY,21,Anderson,10,56.3
KY,21,Anderson,11,45.7
KY,21,Anderson,12,35.5
KY,21,Ballard,1,34.1
KY,21,Ballard,2,38.4
KY,21,Ballard,3,47.5
KY,21,Ballard,4,57.8
KY,21,Ballard,5,66.8
KY,21,Ballard,6,75.5
KY,21,Ballard,7,79.0
KY,21,Ballard,8,77.6
KY,21,Ballard,9,70.2
KY,21,Ballard,10,58.8
KY,21,Ballard,11,48.2
KY,21,Ballard,12,37.3
KY,21,Barren,1,35.0
KY,21,Barren,2,39.1
KY,21,Barren,3,47.6
KY,21,Barren,4,57.2
KY,21,Barren,5,65.9
KY,21,Barren,6,74.1
KY,21,Barren,7,77.7
KY,21,Barren,8,76.6
KY,21,Barren,9,69.7
KY,21,Barren,10,58.4
KY,21,Barren,11,48.5
KY,21,Barren,12,38.4
KY,21,Bath,1,32.1
KY,21,Bath,2,35.7
KY,21,Bath,3,44.4
KY,21,Bath,4,54.8
KY,21,Bath,5,63.6
KY,21,Bath,6,72.0
KY,21,Bath,7,75.7
KY,21,Bath,8,74.4
KY,21,Bath,9,67.4
KY,21,Bath,10,56.2
KY,21,Bath,11,46.1
KY,21,Bath,12,35.8
KY,21,Bell,1,34.3
KY,21,Bell,2,37.8
KY,21,Bell,3,45.2
KY,21,Bell,4,54.3
KY,21,Bell,5,63.3
KY,21,Bell,6,71.4
KY,21,Bell,7,74.8
KY,21,Bell,8,74.1
KY,21,Bell,9,67.6
KY,21,Bell,10,56.6
KY,21,Bell,11,46.1
KY,21,Bell,12,37.4
KY,21,Boone,1,30.2
KY,21,Boone,2,34.0
KY,21,Boone,3,42.8
KY,21,Boone,4,53.8
KY,21,Boone,5,63.3
KY,21,Boone,6,71.9
KY,21,Boone,7,75.9
KY,21,Boone,8,74.8
KY,21,Boone,9,67.7
KY,21,Boone,10,55.9
KY,21,Boone,11,45.3
KY,21,Boone,12,34.2
KY,21,Bourbon,1,32.0
KY,21,Bourbon,2,35.7
KY,21,Bourbon,3,44.4
KY,21,Bourbon,4,54.7
KY,21,Bourbon,5,63.8
KY,21,Bourbon,6,72.3
KY,21,Bourbon,7,76.0
KY,21,Bourbon,8,74.7
KY,21,Bourbon,9,67.8
KY,21,Bourbon,10,56.4
KY,21,Bourbon,11,46.0
KY,21,Bourbon,12,35.6
KY,21,Boyd,1,31.7
KY,21,Boyd,2,35.1
KY,21,Boyd,3,43.5
KY,21,Boyd,4,54.2
KY,21,Boyd,5,62.8
KY,21,Boyd,6,71.1
KY,21,Boyd,7,74.9
KY,21,Boyd,8,73.7
KY,21,Boyd,9,66.5
KY,21,Boyd,10,55.1
KY,21,Boyd,11,45.1
KY,21,Boyd,12,35.5
KY,21,Boyle,1,33.3
KY,21,Boyle,2,36.9
KY,21,Boyle,3,45.4
KY,21,Boyle,4,55.6
KY,21,Boyle,5,64.4
KY,21,Boyle,6,72.8
KY,21,Boyle,7,76.4
KY,21,Boyle,8,75.4
KY,21,Boyle,9,68.5
KY,21,Boyle,10,57.2
KY,21,Boyle,11,46.9
KY,21,Boyle,12,36.6
KY,21,Bracken,1,31.1
KY,21,Bracken,2,35.1
KY,21,Bracken,3,43.3
KY,21,Bracken,4,53.9
KY,21,Bracken,5,63.1
KY,21,Bracken,6,71.6
KY,21,Bracken,7,75.6
KY,21,Bracken,8,74.2
KY,21,Bracken,9,67.1
KY,21,Bracken,10,55.9
KY,21,Bracken,11,45.5
KY,21,Bracken,12,35.0
KY,21,Breathitt,1,33.4
KY,21,Breathitt,2,37.1
KY,21,Breathitt,3,45.4
KY,21,Breathitt,4,55.3
KY,21,Breathitt,5,63.6
KY,21,Breathitt,6,71.9
KY,21,Breathitt,7,75.4
KY,21,Breathitt,8,74.4
KY,21,Breathitt,9,67.7
KY,21,Breathitt,10,56.5
KY,21,Breathitt,11,46.8
KY,21,Breathitt,12,36.8
KY,21,Breckinridge,1,32.8
KY,21,Breckinridge,2,36.9
KY,21,Breckinridge,3,45.5
KY,21,Breckinridge,4,55.8
KY,21,Breckinridge,5,64.7
KY,21,Breckinridge,6,73.1
KY,21,Breckinridge,7,76.8
KY,21,Breckinridge,8,75.6
KY,21,Breckinridge,9,68.6
KY,21,Breckinridge,10,57.1
KY,21,Breckinridge,11,46.9
KY,21,Breckinridge,12,36.2
KY,21,Bullitt,1,33.5
KY,21,Bullitt,2,37.3
KY,21,Bullitt,3,46.1
KY,21,Bullitt,4,56.9
KY,21,Bullitt,5,65.8
KY,21,Bullitt,6,74.2
KY,21,Bullitt,7,77.8
KY,21,Bullitt,8,76.9
KY,21,Bullitt,9,69.9
KY,21,Bullitt,10,58.3
KY,21,Bullitt,11,47.7
KY,21,Bullitt,12,36.9
KY,21,Butler,1,33.6
KY,21,Butler,2,37.7
KY,21,Butler,3,46.2
KY,21,Butler,4,56.1
KY,21,Butler,5,64.9
KY,21,Butler,6,73.4
KY,21,Butler,7,77.1
KY,21,Butler,8,75.9
KY,21,Butler,9,68.4
KY,21,Butler,10,57.2
KY,21,Butler,11,47.1
KY,21,Butler,12,37.1
KY,21,Caldwell,1,34.5
KY,21,Caldwell,2,38.8
KY,21,Caldwell,3,47.9
KY,21,Caldwell,4,58.1
KY,21,Caldwell,5,66.5
KY,21,Caldwell,6,74.9
KY,21,Caldwell,7,78.7
KY,21,Caldwell,8,77.6
KY,21,Caldwell,9,70.3
KY,21,Caldwell,10,59.1
KY,21,Caldwell,11,48.6
KY,21,Caldwell,12,37.7
KY,21,Calloway,1,35.5
KY,21,Calloway,2,39.8
KY,21,Calloway,3,48.6
KY,21,Calloway,4,58.6
KY,21,Calloway,5,66.9
KY,21,Calloway,6,75.2
KY,21,Calloway,7,78.9
KY,21,Calloway,8,78.2
KY,21,Calloway,9,70.9
KY,21,Calloway,10,59.5
KY,21,Calloway,11,49.1
KY,21,Calloway,12,38.3
KY,21,Campbell,1,30.8
KY,21,Campbell,2,34.4
KY,21,Campbell,3,43.1
KY,21,Campbell,4,54.1
KY,21,Campbell,5,63.6
KY,21,Campbell,6,72.3
KY,21,Campbell,7,76.2
KY,21,Campbell,8,75.1
KY,21,Campbell,9,68.1
KY,21,Campbell,10,56.4
KY,21,Campbell,11,45.8
KY,21,Campbell,12,34.8
KY,21,Carlisle,1,34.4
KY,21,Carlisle,2,38.9
KY,21,Carlisle,3,48.0
KY,21,Carlisle,4,57.9
KY,21,Carlisle,5,67.1
KY,21,Carlisle,6,75.5
KY,21,Carlisle,7,79.2
KY,21,Carlisle,8,77.8
KY,21,Carlisle,9,70.3
KY,21,Carlisle,10,59.1
KY,21,Carlisle,11,48.3
KY,21,Carlisle,12,37.7
KY,21,Carroll,1,30.9
KY,21,Carroll,2,34.9
KY,21,Carroll,3,43.5
KY,21,Carroll,4,54.2
KY,21,Carroll,5,63.5
KY,21,Carroll,6,71.7
KY,21,Carroll,7,75.6
KY,21,Carroll,8,74.4
KY,21,Carroll,9,67.4
KY,21,Carroll,10,56.1
KY,21,Carroll,11,45.4
KY,21,Carroll,12,34.7
KY,21,Carter,1,30.7
KY,21,Carter,2,34.1
KY,21,Carter,3,42.5
KY,21,Carter,4,53.3
KY,21,Carter,5,61.9
KY,21,Carter,6,70.5
KY,21,Carter,7,74.3
KY,21,Carter,8,72.9
KY,21,Carter,9,65.6
KY,21,Carter,10,54.5
KY,21,Carter,11,44.2
KY,21,Carter,12,34.6
KY,21,Casey,1,34.1
KY,21,Casey,2,37.9
KY,21,Casey,3,46.2
KY,21,Casey,4,55.8
KY,21,Casey,5,64.2
KY,21,Casey,6,72.4
KY,21,Casey,7,75.9
KY,21,Casey,8,74.9
KY,21,Casey,9,67.7
KY,21,Casey,10,56.8
KY,21,Casey,11,47.2
KY,21,Casey,12,37.3
KY,21,Christian,1,34.8
KY,21,Christian,2,38.9
KY,21,Christian,3,48.0
KY,21,Christian,4,57.9
KY,21,Christian,5,66.7
KY,21,Christian,6,75.0
KY,21,Christian,7,78.7
KY,21,Christian,8,77.6
KY,21,Christian,9,70.3
KY,21,Christian,10,58.8
KY,21,Christian,11,48.6
KY,21,Christian,12,37.9
KY,21,Clark,1,32.5
KY,21,Clark,2,36.2
KY,21,Clark,3,44.9
KY,21,Clark,4,55.0
KY,21,Clark,5,64.0
KY,21,Clark,6,72.3
KY,21,Clark,7,75.9
KY,21,Clark,8,74.7
KY,21,Clark,9,67.7
KY,21,Clark,10,56.5
KY,21,Clark,11,46.4
KY,21,Clark,12,36.1
KY,21,Clay,1,33.0
KY,21,Clay,2,36.6
KY,21,Clay,3,44.6
KY,21,Clay,4,54.4
KY,21,Clay,5,62.7
KY,21,Clay,6,70.9
KY,21,Clay,7,74.5
KY,21,Clay,8,73.5
KY,21,Clay,9,66.6
KY,21,Clay,10,55.3
KY,21,Clay,11,45.7
KY,21,Clay,12,36.3
KY,21,Clinton,1,35.2
KY,21,Clinton,2,39.0
KY,21,Clinton,3,47.1
KY,21,Clinton,4,56.4
KY,21,Clinton,5,64.5
KY,21,Clinton,6,72.5
KY,21,Clinton,7,76.0
KY,21,Clinton,8,75.1
KY,21,Clinton,9,68.4
KY,21,Clinton,10,57.4
KY,21,Clinton,11,48.0
KY,21,Clinton,12,38.4
KY,21,Crittenden,1,34.3
KY,21,Crittenden,2,38.7
KY,21,Crittenden,3,47.9
KY,21,Crittenden,4,57.8
KY,21,Crittenden,5,66.3
KY,21,Crittenden,6,74.7
KY,21,Crittenden,7,78.5
KY,21,Crittenden,8,77.5
KY,21,Crittenden,9,70.2
KY,21,Crittenden,10,58.8
KY,21,Crittenden,11,48.8
KY,21,Crittenden,12,37.8
KY,21,Cumberland,1,35.0
KY,21,Cumberland,2,39.0
KY,21,Cumberland,3,47.0
KY,21,Cumberland,4,56.1
KY,21,Cumberland,5,64.8
KY,21,Cumberland,6,73.3
KY,21,Cumberland,7,76.9
KY,21,Cumberland,8,76.0
KY,21,Cumberland,9,69.0
KY,21,Cumberland,10,57.5
KY,21,Cumberland,11,48.1
KY,21,Cumberland,12,38.4
KY,21,Daviess,1,33.0
KY,21,Daviess,2,36.8
KY,21,Daviess,3,46.1
KY,21,Daviess,4,56.8
KY,21,Daviess,5,66.3
KY,21,Daviess,6,75.0
KY,21,Daviess,7,78.3
KY,21,Daviess,8,77.2
KY,21,Daviess,9,69.8
KY,21,Daviess,10,58.2
KY,21,Daviess,11,47.5
KY,21,Daviess,12,36.3
KY,21,Edmonson,1,33.8
KY,21,Edmonson,2,37.8
KY,21,Edmonson,3,46.3
KY,21,Edmonson,4,56.1
KY,21,Edmonson,5,64.9
KY,21,Edmonson,6,73.2
KY,21,Edmonson,7,77.0
KY,21,Edmonson,8,76.0
KY,21,Edmonson,9,68.9
KY,21,Edmonson,10,57.6
KY,21,Edmonson,11,47.6
KY,21,Edmonson,12,37.3
KY,21,Elliott,1,31.1
KY,21,Elliott,2,34.6
KY,21,Elliott,3,42.8
KY,21,Elliott,4,53.8
KY,21,Elliott,5,62.5
KY,21,Elliott,6,71.2
KY,21,Elliott,7,75.0
KY,21,Elliott,8,73.6
KY,21,Elliott,9,66.1
KY,21,Elliott,10,55.0
KY,21,Elliott,11,44.7
KY,21,Elliott,12,34.7
KY,21,Estill,1,32.7
KY,21,Estill,2,36.4
KY,21,Estill,3,44.8
KY,21,Estill,4,54.4
KY,21,Estill,5,63.2
KY,21,Estill,6,71.3
KY,21,Estill,7,75.0
KY,21,Estill,8,73.7
KY,21,Estill,9,66.7
KY,21,Estill,10,55.6
KY,21,Estill,11,45.8
KY,21,Estill,12,36.0
KY,21,Fayette,1,32.4
KY,21,Fayette,2,36.0
KY,21,Fayette,3,44.7
KY,21,Fayette,4,55.0
KY,21,Fayette,5,64.1
KY,21,Fayette,6,72.6
KY,21,Fayette,7,76.2
KY,21,Fayette,8,75.1
KY,21,Fayette,9,68.2
KY,21,Fayette,10,56.8
KY,21,Fayette,11,46.3
KY,21,Fayette,12,35.8
